tag,mpdps_weight,obs_rho,total_steps,num_posterior_samples,zeta,obs_injection_mode,obs_scale_schedule,obs_scale_blend,obs_target_ratio,obs_inner_steps,output_dir,correct_global_rmse_mean,correct_global_mae_mean,correct_global_rel_l2_mean,correct_global_rel_l1_active_mean_mean,zeros_global_rmse_mean,zeros_global_mae_mean,zeros_global_rel_l2_mean,zeros_global_rel_l1_active_mean_mean,shuffled_minus_correct_rel_l2,shuffled_over_correct_rel_l2,shuffled_minus_correct_rmse,shuffled_over_correct_rmse
w16_rho0.01_steps50_post02_z0.03,16.0,0.01,50,2,0.03,direct_inner,constant,replace,0.5,3,D:\github\Hydrogen-leak\SDIFT模型\results\_dryrun_obs_injection\w16_rho0.01_steps50_post02_z0.03,,,,,,,,,,,,
