sample_weight_mode,train_size,num_repeats,low_rates_label,low_rates_count_mean,ftm_wall_seconds_mean,ftm_wall_seconds_std,gpsd_wall_seconds_mean,gpsd_wall_seconds_std,eval_wall_seconds_mean,eval_wall_seconds_std,global_rmse_mean,global_rmse_std,global_mae_mean,global_mae_std,global_rel_l1_mean_mean,global_rel_l1_mean_std,global_rel_l1_active_mean_mean,global_rel_l1_active_mean_std,global_rel_l2_mean,global_rel_l2_std,mass_mean_rel_error_mean,mass_mean_rel_error_std,low_global_rmse_mean,low_global_rmse_std,low_global_mae_mean,low_global_mae_std,low_global_rel_l1_mean_mean,low_global_rel_l1_mean_std,low_global_rel_l1_active_mean_mean,low_global_rel_l1_active_mean_std,low_global_rel_l2_mean,low_global_rel_l2_std,low_mass_mean_rel_error_mean,low_mass_mean_rel_error_std
none,6,3,"50,100",2.0,0.0010921160380045574,7.997994770153612e-05,0.0007696946461995443,8.747380950382607e-05,1.4384587605794271e-05,9.79807218387759e-07,0.0027323957866737087,0.0016090851220505664,0.0015651998855807012,0.0006657322896644204,20.301397902248713,11.819120330821667,8.297805221671721,5.340243289648421,8.148832089973496,5.875701983466491,4.523271681237085,4.594277178521739,0.0024751460274382163,0.001900157576244688,0.0013229180090784589,0.0008877081621519601,49.865082223627866,29.608839970169324,18.465187290988045,12.701598203419685,20.29390328512147,15.620826079983592,11.16240890492494,12.474690587804456
none,12,3,"50,100",2.0,0.0008462270100911459,0.00015392122427805224,0.0005091031392415365,0.00010154902570229556,9.5367431640625e-06,1.4037705844764465e-06,0.012271539467884564,0.013577391548714336,0.007687212113153476,0.008276567069045391,113.33300965068061,128.141813002494,50.84459660665431,56.6952536718774,39.770511542267954,43.78208555908475,31.68047849816998,31.30608010273263,0.012363018871645162,0.013566233892612507,0.007772286679723575,0.008240631401916386,280.0196096826057,315.84443765726655,112.57044222837051,124.10543067182233,100.93745139716823,110.4870618577703,78.79757746125121,76.74593234484946
none,24,3,"50,100",2.0,0.0006311734517415365,1.1656260247102804e-05,0.0004261334737141927,8.94272745876379e-06,8.185704549153646e-06,2.9736021254650284e-07,0.011795087766898032,0.01191447927652498,0.007414751783742801,0.008137178387881791,161.45984080670118,177.34949638043886,55.83604971005392,66.22401792193007,37.839153010197954,38.235235619586646,83.54256699919186,98.42939808188565,0.011759435677778518,0.011879172685339124,0.007381633667151701,0.008100748583769909,397.7092408189531,438.55093447716774,116.7890345198817,136.54811279510182,96.4452074605228,97.38976849273703,208.30685660201394,246.22446659704792
none,42,3,"50,100",2.0,2344.189418554306,265.63680024477304,7948.928810993831,6.920789027064152,453.2396734555562,2.081899158519127,0.004660384866464414,0.0019279219429705157,0.0031558581241802885,0.0013290391568140198,65.70039054322258,20.634954688093394,20.659044182002834,8.630707264135427,14.539020014838776,6.297865004787171,16.358455179777863,5.770255877899776,0.004470318685343826,0.001967664667051897,0.002993208975339521,0.0013751542536100238,157.54968674739715,53.12476189593117,42.67391529981566,19.24660986511,36.65715696380873,16.109644052236206,39.000326714937586,17.139575348494052
