experiment,split,count,rmse,rmse_std,mae,mae_std,active_rel_l1,mass_rel_error
holdout_position_400,test,7,0.0006521378052319642,0.00031280411202654263,0.0003717049788235383,0.00018239632297018034,1.3791977658422752,0.8985726548118433
holdout_position_400,val,7,0.0006438639801700466,0.00030623695844094747,0.0003734125941375568,0.00017965485937450085,3.5213904670744323,3.893734820195964
holdout_rate_100,test,7,0.0008599983793448528,0.0009807510186458186,0.00035482645495881176,0.0003548425897800102,2.050173607731218,0.9322844592895267
holdout_rate_100,val,7,0.001303972714065622,0.0016494653096357718,0.0005546316799941418,0.0006857229532467366,1.8621423875296392,0.7387175327989464
