train_size,completed_repeats,rmse_mean,rmse_std,mae_mean,mae_std,active_rel_l1_mean,active_rel_l1_std,mass_rel_error_mean,mass_rel_error_std,low_rmse_mean,low_rmse_std
6,3,0.0019178192876279938,0.00021970827654486052,0.0010153734695662808,8.747800172406308e-05,5.573877822224534,0.9242177351272647,2.6918164989294358,0.45153181346218285,0.0018054664078052858,0.0003174557647102029
12,3,0.0007361212338510225,4.6470980889497976e-05,0.000462768276933879,4.60734285270229e-05,1.6970648952730951,0.29655720369490496,0.8834118095809532,0.07174485310716341,0.0005041095310366154,2.6510281560538172e-05
24,3,0.0026579426617516395,0.002597387355226787,0.0012117919907541888,0.0010822767110172215,6.350874780188526,6.972718160873488,3.4916700965896195,3.5545533106261735,0.0024496274681798445,0.002693050567938171
31,3,0.0011799098422256033,0.0005446102132256788,0.0005840163037089595,0.00010491877924708514,1.5298027240543408,0.23134225830265662,1.092612798484816,0.015392682142505523,0.0005981982333650198,0.00034228577802974106
