raw_case_name,source_x_mm,source_y_mm,source_z_mm,leak_rate_ml_min,case_id,data_index,data_dir,raw_file_count,selected_steps,frame_time_start,frame_time_end,raw_node_count,raw_u_min,raw_u_max,raw_v_min,raw_v_max,raw_w_min,raw_w_max,raw_total_bytes_selected
"0,-150,0,1000mlmin",0,-150,0,1000,case_0000,0,"D:\BaiduNetdiskDownload\0,-150,0,1000mlmin",120,5,1.0,5.0,6164074,-0.5,0.5,-0.004999999888241291,0.800000011920929,-0.4000000059604645,0.4000000059604645,2465630000
"0,-150,0,100mlmin",0,-150,0,100,case_0001,1,"F:\氢泄露\0,-150,0,100mlmin",120,5,1.0,5.0,6164074,-0.5,0.5,-0.004999999888241291,0.800000011920929,-0.4000000059604645,0.4000000059604645,2465630000
